unique_id,ds,AutoARIMA,AutoARIMA-lo-99,AutoARIMA-lo-95,AutoARIMA-lo-68,AutoARIMA-hi-68,AutoARIMA-hi-95,AutoARIMA-hi-99,confidence_score,Client,Warehouse,Product
32/11/5940,2023-10-22,1.5554662,-0.65813017,-0.6060462,-0.25447932,3.3654118,3.7169785,3.7690625,0.9999999761830007,32,11,5940
32/11/5940,2023-10-29,1.6913768,-0.8584001,-0.81159705,-0.4956766,3.8784301,4.1943507,4.2411537,0.9999999761830007,32,11,5940
32/11/5940,2023-11-05,1.4477652,-1.304923,-1.219066,-0.6395312,3.5350616,4.1145964,4.2004533,0.9999999761830007,32,11,5940
32/11/5940,2023-11-12,1.2903433,-1.2143599,-1.0726967,-0.116470434,2.6971571,3.6533833,3.7950466,0.9999999761830007,32,11,5940
32/11/5940,2023-11-19,1.20714,-0.15559353,-0.1363766,-0.0066623525,2.4209423,2.5506566,2.5698736,0.9999999761830007,32,11,5940
32/11/5940,2023-11-26,1.0733244,-0.16299468,-0.14219412,-0.0017903707,2.1484392,2.288843,2.3096435,0.9999999761830007,32,11,5940
32/11/5940,2023-12-03,0.97550184,-1.0783855,-0.9674205,-0.21840683,2.1694105,2.9184241,3.0293891,0.9999999761830007,32,11,5940
32/11/5940,2023-12-10,0.88722146,-1.0613242,-1.0430561,-0.9197465,2.6941893,2.817499,2.835767,0.9999999761830007,32,11,5940
32/11/5940,2023-12-17,0.8004576,-0.6470615,-0.56926143,-0.04411058,1.6450257,2.1701765,2.2479768,0.9999999761830007,32,11,5940
32/11/5940,2023-12-24,0.7264153,-2.5378463,-2.4346962,-1.738433,3.1912637,3.8875268,3.9906769,0.9999999761830007,32,11,5940
32/11/5940,2023-12-31,0.6581183,-2.9647577,-2.7807512,-1.5387074,2.854944,4.0969877,4.2809944,0.9999999761830007,32,11,5940
32/118/11079,2023-10-08,0.0,-0.2699424,-0.2534992,-0.14250766,0.14250766,0.2534992,0.2699424,0.9986357268134337,32,118,11079
32/118/11079,2023-10-15,0.0,-0.039834823,-0.037408337,-0.021029552,0.021029552,0.037408337,0.039834823,0.9986357268134337,32,118,11079
32/118/11079,2023-10-22,0.0,-0.15493813,-0.14550027,-0.08179475,0.08179475,0.14550027,0.15493813,0.9986357268134337,32,118,11079
32/118/11079,2023-10-29,0.0,-0.1259081,-0.118238576,-0.06646925,0.06646925,0.118238576,0.1259081,0.9986357268134337,32,118,11079
32/118/11079,2023-11-05,0.0,-0.116095506,-0.1090237,-0.061288998,0.061288998,0.1090237,0.116095506,0.9986357268134337,32,118,11079
32/118/11079,2023-11-12,0.0,-0.13317609,-0.12506384,-0.07030616,0.07030616,0.12506384,0.13317609,0.9986357268134337,32,118,11079
32/118/11079,2023-11-19,0.0,-0.12156219,-0.114157386,-0.064174965,0.064174965,0.114157386,0.12156219,0.9986357268134337,32,118,11079
32/118/11079,2023-11-26,0.0,-0.12633395,-0.118638486,-0.066694066,0.066694066,0.118638486,0.12633395,0.9986357268134337,32,118,11079
32/118/11079,2023-12-03,0.0,-0.12575331,-0.11809321,-0.066387534,0.066387534,0.11809321,0.12575331,0.9986357268134337,32,118,11079
32/118/11079,2023-12-10,0.0,-0.12481558,-0.11721261,-0.065892495,0.065892495,0.11721261,0.12481558,0.9986357268134337,32,118,11079
32/118/11079,2023-12-17,0.0,-0.12578927,-0.11812698,-0.06640652,0.06640652,0.11812698,0.12578927,0.9986357268134337,32,118,11079
32/118/11079,2023-12-24,0.0,-0.12524082,-0.11761193,-0.066116974,0.066116974,0.11761193,0.12524082,0.9986357268134337,32,118,11079
32/118/11079,2023-12-31,0.0,-0.12541601,-0.11777645,-0.066209465,0.066209465,0.11777645,0.12541601,0.9986357268134337,32,118,11079
32/118/3680,2023-10-08,22.98342,11.9860525,12.508057,16.031588,29.935251,33.458782,33.980785,0.9999999914277288,32,118,3680
32/118/3680,2023-10-15,23.786026,1.3338363,2.1799192,7.8909783,39.681072,45.39213,46.238213,0.9999999914277288,32,118,3680
32/118/3680,2023-10-22,24.441063,2.9819043,3.7218158,8.71622,40.165905,45.16031,45.900223,0.9999999914277288,32,118,3680
32/118/3680,2023-10-29,24.975664,9.97916,10.609507,14.864342,35.086987,39.34182,39.972168,0.9999999914277288,32,118,3680
32/118/3680,2023-11-05,25.411972,16.972492,17.282354,19.373926,31.450018,33.54159,33.85145,0.9999999914277288,32,118,3680
32/118/3680,2023-11-12,25.76806,12.036446,12.485942,15.520043,36.01608,39.05018,39.499676,0.9999999914277288,32,118,3680
32/118/3680,2023-11-19,26.058678,19.715712,19.753529,20.008795,32.10856,32.363827,32.401646,0.9999999914277288,32,118,3680
32/118/3680,2023-11-26,26.295862,1.1260056,1.8562348,6.7852817,45.806442,50.73549,51.465717,0.9999999914277288,32,118,3680
32/118/3680,2023-12-03,26.489437,0.48394835,1.8716568,11.238688,41.740185,51.107216,52.494923,0.9999999914277288,32,118,3680
32/118/3680,2023-12-10,26.64742,6.5732183,7.6860642,15.197775,38.097065,45.608776,46.721622,0.9999999914277288,32,118,3680
32/118/3680,2023-12-17,26.776358,-3.3039052,-2.2152998,5.1327868,48.419926,55.768013,56.856617,0.9999999914277288,32,118,3680
32/118/3680,2023-12-24,26.881586,-4.108542,-2.6594036,7.1222796,46.640896,56.422577,57.871716,0.9999999914277288,32,118,3680
32/118/3680,2023-12-31,26.967468,1.9172722,3.1261373,11.285975,42.648964,50.8088,52.017666,0.9999999914277288,32,118,3680
32/118/9239,2023-10-08,726.6978,38.249794,80.1248,362.7811,1090.6145,1373.2708,1415.1458,0.9999999960651093,32,118,9239
32/118/9239,2023-10-15,726.6978,651.41943,654.48206,675.1549,778.24066,798.9135,801.97614,0.9999999960651093,32,118,9239
32/118/9239,2023-10-22,726.6978,205.5794,237.07901,449.7013,1003.6943,1216.3165,1247.8162,0.9999999960651093,32,118,9239
32/118/9239,2023-10-29,726.6978,348.9447,359.7723,432.8586,1020.537,1093.6233,1104.4509,0.9999999960651093,32,118,9239
32/118/9239,2023-11-05,726.6978,347.30237,361.72064,459.044,994.35156,1091.6749,1106.0933,0.9999999960651093,32,118,9239
32/118/9239,2023-11-12,726.6978,539.2142,541.2798,555.2224,898.1732,912.11584,914.1814,0.9999999960651093,32,118,9239
32/118/9239,2023-11-19,726.6978,636.451,637.3188,643.17664,810.21893,816.0768,816.94464,0.9999999960651093,32,118,9239
32/118/9239,2023-11-26,726.6978,501.81476,514.2341,598.0641,855.3315,939.16156,951.5808,0.9999999960651093,32,118,9239
32/118/9239,2023-12-03,726.6978,618.36127,620.8183,637.4034,815.9922,832.5773,835.03436,0.9999999960651093,32,118,9239
32/118/9239,2023-12-10,726.6978,525.77716,534.3003,591.83105,861.5645,919.09534,927.6184,0.9999999960651093,32,118,9239
32/118/9239,2023-12-17,726.6978,536.9934,542.7013,581.2295,872.1661,910.6943,916.40216,0.9999999960651093,32,118,9239
32/118/9239,2023-12-24,726.6978,596.6298,596.99945,599.4944,853.9012,856.3961,856.76575,0.9999999960651093,32,118,9239
32/118/9239,2023-12-31,726.6978,569.7608,578.6504,638.6549,814.74066,874.7452,883.63477,0.9999999960651093,32,118,9239
32/126/13726,2023-10-08,12.971884,6.110444,6.390626,8.281854,17.661913,19.55314,19.833323,0.9999999838313225,32,126,13726
32/126/13726,2023-10-15,16.743765,-13.7425995,-12.396306,-3.3088255,36.796352,45.883835,47.23013,0.9999999838313225,32,126,13726
32/126/13726,2023-10-22,16.743765,-13.776239,-12.015546,-0.13086532,33.618393,45.503075,47.263767,0.9999999838313225,32,126,13726
32/126/13726,2023-10-29,16.743765,-10.951137,-9.348486,1.4694086,32.01812,42.836014,44.438663,0.9999999838313225,32,126,13726
32/126/13726,2023-11-05,16.743765,1.6588448,2.2356753,6.1292806,27.358248,31.251854,31.828684,0.9999999838313225,32,126,13726
32/126/13726,2023-11-12,16.743765,-0.54594123,-0.26120505,1.660764,31.826765,33.748734,34.03347,0.9999999838313225,32,126,13726
32/126/13726,2023-11-19,16.743765,-1.8546574,-1.7871925,-1.3318046,34.819332,35.27472,35.342186,0.9999999838313225,32,126,13726
32/126/13726,2023-11-26,16.743765,-13.590283,-12.450054,-4.7535076,38.241035,45.937584,47.077812,0.9999999838313225,32,126,13726
32/126/13726,2023-12-03,16.743765,-8.849889,-8.242069,-4.1392894,37.626816,41.7296,42.337418,0.9999999838313225,32,126,13726
32/126/13726,2023-12-10,16.743765,1.0571867,1.7924937,6.755816,26.731712,31.695034,32.43034,0.9999999838313225,32,126,13726
32/126/13726,2023-12-17,16.743765,-6.0490813,-5.2463875,0.17179671,33.31573,38.733917,39.53661,0.9999999838313225,32,126,13726
32/126/13726,2023-12-24,16.743765,-19.063711,-17.83373,-9.531359,43.018887,51.32126,52.55124,0.9999999838313225,32,126,13726
32/126/13726,2023-12-31,16.743765,-9.48173,-9.44456,-9.193664,42.68119,42.932087,42.969257,0.9999999838313225,32,126,13726
32/126/7603,2023-10-08,0.17014728,-1.8106999,-1.6900445,-0.8756205,1.2159151,2.0303392,2.1509945,0.9999999645956816,32,126,7603
32/126/7603,2023-10-15,0.2426999,-2.1339328,-1.9891679,-1.0120049,1.4974047,2.4745677,2.6193326,0.9999999645956816,32,126,7603
32/126/7603,2023-10-22,0.27363712,-0.28575647,-0.25168574,-0.021708189,0.5689824,0.79896,0.8330307,0.9999999645956816,32,126,7603
32/126/7603,2023-10-29,0.28682905,-1.5238596,-1.4135673,-0.66909426,1.2427523,1.9872254,2.0975177,0.9999999645956816,32,126,7603
32/126/7603,2023-11-05,0.29245424,-1.003743,-0.92478985,-0.3918558,0.9767643,1.5096984,1.5886515,0.9999999645956816,32,126,7603
32/126/7603,2023-11-12,0.29485288,-0.6330414,-0.57652247,-0.19501996,0.7847257,1.1662283,1.2227472,0.9999999645956816,32,126,7603
32/126/7603,2023-11-19,0.2958757,-0.36836562,-0.32790646,-0.054807115,0.6465585,0.9196578,0.960117,0.9999999645956816,32,126,7603
32/126/7603,2023-11-26,0.29631183,-0.1791912,-0.15022849,0.045269836,0.5473538,0.74285215,0.7718149,0.9999999645956816,32,126,7603
32/126/7603,2023-12-03,0.2964978,-0.043895256,-0.023162328,0.11678492,0.47621068,0.61615795,0.6368908,0.9999999645956816,32,126,7603
32/126/7603,2023-12-10,0.2965771,0.052903697,0.0677453,0.16792609,0.42522812,0.5254089,0.5402505,0.9999999645956816,32,126,7603
32/126/7603,2023-12-17,0.29661092,0.122175135,0.1327994,0.20451327,0.38870856,0.46042243,0.4710467,0.9999999645956816,32,126,7603
32/126/7603,2023-12-24,0.29662535,0.17175391,0.17935921,0.23069495,0.3625557,0.41389146,0.42149675,0.9999999645956816,32,126,7603
32/126/7603,2023-12-31,0.2966315,0.20724115,0.2126853,0.24943335,0.3438296,0.38057765,0.38602182,0.9999999645956816,32,126,7603
32/129/10530,2023-10-08,0.057838615,0.057838615,0.057838615,0.057838615,0.057838615,0.057838615,0.057838615,0.9999999845595632,32,129,10530
32/129/10530,2023-10-15,0.056901474,0.056901474,0.056901474,0.056901474,0.056901474,0.056901474,0.056901474,0.9999999845595632,32,129,10530
32/129/10530,2023-10-22,0.055979516,0.055979516,0.055979516,0.055979516,0.055979516,0.055979516,0.055979516,0.9999999845595632,32,129,10530
32/129/10530,2023-10-29,0.055072498,0.055072498,0.055072498,0.055072498,0.055072498,0.055072498,0.055072498,0.9999999845595632,32,129,10530
32/129/10530,2023-11-05,0.054180175,0.054180175,0.054180175,0.054180175,0.054180175,0.054180175,0.054180175,0.9999999845595632,32,129,10530
32/129/10530,2023-11-12,0.05330231,0.05330231,0.05330231,0.05330231,0.05330231,0.05330231,0.05330231,0.9999999845595632,32,129,10530
32/129/10530,2023-11-19,0.05243867,0.05243867,0.05243867,0.05243867,0.05243867,0.05243867,0.05243867,0.9999999845595632,32,129,10530
32/129/10530,2023-11-26,0.051589023,0.051589023,0.051589023,0.051589023,0.051589023,0.051589023,0.051589023,0.9999999845595632,32,129,10530
32/129/10530,2023-12-03,0.050753143,-0.93424684,-0.87424684,-0.46924686,0.57075316,0.9757531,1.0357531,0.9999999845595632,32,129,10530
32/129/10530,2023-12-10,0.049930803,0.049930803,0.049930803,0.049930803,0.049930803,0.049930803,0.049930803,0.9999999845595632,32,129,10530
32/129/10530,2023-12-17,0.04912179,0.04912179,0.04912179,0.04912179,0.04912179,0.04912179,0.04912179,0.9999999845595632,32,129,10530
32/129/10530,2023-12-24,0.048325885,0.048325885,0.048325885,0.048325885,0.048325885,0.048325885,0.048325885,0.9999999845595632,32,129,10530
32/129/10530,2023-12-31,0.047542874,0.047542874,0.047542874,0.047542874,0.047542874,0.047542874,0.047542874,0.9999999845595632,32,129,10530
32/129/1573,2023-10-08,-0.10723928,-0.13685669,-0.13514517,-0.123592384,-0.090886176,-0.079333395,-0.07762187,0.9999999923543182,32,129,1573
32/129/1573,2023-10-15,0.19114187,0.18308146,0.18350488,0.18636292,0.19592081,0.19877885,0.19920227,0.9999999923543182,32,129,1573
32/129/1573,2023-10-22,0.110733494,0.08190893,0.08359041,0.0949404,0.12652658,0.13787659,0.13955806,0.9999999923543182,32,129,1573
32/129/1573,2023-10-29,0.1324021,0.12358098,0.124045804,0.12718335,0.13762087,0.14075841,0.14122324,0.9999999923543182,32,129,1573
32/129/1573,2023-11-05,0.1265628,0.09847029,0.10010852,0.1111665,0.14195912,0.1530171,0.15465532,0.9999999923543182,32,129,1573
32/129/1573,2023-11-12,0.1281364,0.11861022,0.119117625,0.12254264,0.13373014,0.13715516,0.13766257,0.9999999923543182,32,129,1573
32/129/1573,2023-11-19,0.12771234,0.10029902,0.10189597,0.112675354,0.14274932,0.1535287,0.15512565,0.9999999923543182,32,129,1573
32/129/1573,2023-11-26,0.12782662,0.117646106,0.11819334,0.12188722,0.13376601,0.13745989,0.13800712,0.9999999923543182,32,129,1573
32/129/1573,2023-12-03,0.12779582,0.1010129,0.10257145,0.113091685,0.14249995,0.15302019,0.15457875,0.9999999923543182,32,129,1573
32/129/1573,2023-12-10,0.12780412,0.11701628,0.11760051,0.121544085,0.13406415,0.13800773,0.13859196,0.9999999923543182,32,129,1573
32/129/1573,2023-12-17,0.12780188,0.101604074,0.10312699,0.11340664,0.14219712,0.15247677,0.15399969,0.9999999923543182,32,129,1573
32/129/1573,2023-12-24,0.12780249,0.11645093,0.117069505,0.12124486,0.1343601,0.13853547,0.13915403,0.9999999923543182,32,129,1573
32/129/1573,2023-12-31,0.12780233,-0.8564094,-0.7980428,-0.40406844,0.6596731,1.0536474,1.112014,0.9999999923543182,32,129,1573
32/129/2782,2023-10-08,1.4929185,-1.3051012,-1.149171,-0.09664209,3.0824792,4.135008,4.2909384,0.9999999795357476,32,129,2782
32/129/2782,2023-10-15,0.9585735,-0.3364592,-0.265261,0.21532686,1.7018201,2.182408,2.253606,0.9999999795357476,32,129,2782
32/129/2782,2023-10-22,1.599425,0.5165208,0.544982,0.7370954,2.4617546,2.653868,2.6823292,0.9999999795357476,32,129,2782
32/129/2782,2023-10-29,1.5109022,-0.9059294,-0.7620285,0.20930238,2.812502,3.7838328,3.9277337,0.9999999795357476,32,129,2782
32/129/2782,2023-11-05,0.99729496,-0.99914014,-0.9068674,-0.28402585,2.2786157,2.9014573,2.99373,0.9999999795357476,32,129,2782
32/129/2782,2023-11-12,1.137982,-0.8261008,-0.7418624,-0.17325282,2.4492168,3.0178263,3.1020648,0.9999999795357476,32,129,2782
32/129/2782,2023-11-19,1.1149867,0.1682713,0.18687539,0.31245288,1.9175204,2.043098,2.061702,0.9999999795357476,32,129,2782
32/129/2782,2023-11-26,0.9854783,-0.90843093,-0.81140816,-0.15650485,2.1274614,2.7823646,2.8793874,0.9999999795357476,32,129,2782
32/129/2782,2023-12-03,0.85011566,-0.890879,-0.8387693,-0.4870294,2.1872606,2.5390005,2.5911102,0.9999999795357476,32,129,2782
32/129/2782,2023-12-10,0.90492785,-1.8619946,-1.7023783,-0.6249674,2.434823,3.512234,3.6718502,0.9999999795357476,32,129,2782
32/129/2782,2023-12-17,0.7755269,-2.0663345,-2.0042055,-1.5848353,3.135889,3.5552592,3.6173882,0.9999999795357476,32,129,2782
32/129/2782,2023-12-24,0.7533029,-0.027158884,0.014644915,0.29682055,1.2097851,1.4919608,1.5337646,0.9999999795357476,32,129,2782
32/129/2782,2023-12-31,0.66652864,-0.5687195,-0.5514773,-0.43509257,1.7681499,1.8845346,1.9017768,0.9999999795357476,32,129,2782
32/129/3364,2023-10-08,0.6375078,0.6375078,0.6375078,0.6375078,0.6375078,0.6375078,0.6375078,0.9973146783494019,32,129,3364
32/129/3364,2023-10-15,0.20320807,0.20320807,0.20320807,0.20320807,0.20320807,0.20320807,0.20320807,0.9973146783494019,32,129,3364
32/129/3364,2023-10-22,0.064773366,0.064773366,0.064773366,0.064773366,0.064773366,0.064773366,0.064773366,0.9973146783494019,32,129,3364
32/129/3364,2023-10-29,0.020646762,0.020646762,0.020646762,0.020646762,0.020646762,0.020646762,0.020646762,0.9973146783494019,32,129,3364
32/129/3364,2023-11-05,0.006581235,0.006581235,0.006581235,0.006581235,0.006581235,0.006581235,0.006581235,0.9973146783494019,32,129,3364
32/129/3364,2023-11-12,0.0020977943,0.0020977943,0.0020977943,0.0020977943,0.0020977943,0.0020977943,0.0020977943,0.9973146783494019,32,129,3364
32/129/3364,2023-11-19,0.0006686801,0.0006686801,0.0006686801,0.0006686801,0.0006686801,0.0006686801,0.0006686801,0.9973146783494019,32,129,3364
32/129/3364,2023-11-26,0.00021314438,-3.939787,-3.699787,-2.0797868,2.080213,3.7002132,3.9402132,0.9973146783494019,32,129,3364
32/129/3364,2023-12-03,6.79406e-05,-1.9699321,-1.8499321,-1.039932,1.0400679,1.850068,1.970068,0.9973146783494019,32,129,3364
32/129/3364,2023-12-10,2.165633e-05,-1.9699783,-1.8499783,-1.0399784,1.0400217,1.8500216,1.9700216,0.9973146783494019,32,129,3364
32/129/3364,2023-12-17,6.9030393e-06,-2.954993,-2.7749932,-1.5599931,1.5600069,2.775007,2.9550068,0.9973146783494019,32,129,3364
32/129/3364,2023-12-24,2.2003705e-06,2.2003705e-06,2.2003705e-06,2.2003705e-06,2.2003705e-06,2.2003705e-06,2.2003705e-06,0.9973146783494019,32,129,3364
32/129/3364,2023-12-31,7.013767e-07,-1.9699993,-1.8499993,-1.0399992,1.0400007,1.8500007,1.9700007,0.9973146783494019,32,129,3364
32/129/4024,2023-10-08,0.0,-2.0838215,-1.9598347,-1.1229247,1.1229247,1.9598347,2.0838215,0.9921416046377287,32,129,4024
32/129/4024,2023-10-15,0.0,-1.5984468,-1.5593284,-1.2952797,1.2952797,1.5593284,1.5984468,0.9921416046377287,32,129,4024
32/129/4024,2023-10-22,0.0,-0.8147989,-0.7675763,-0.4488237,0.4488237,0.7675763,0.8147989,0.9921416046377287,32,129,4024
32/129/4024,2023-10-29,0.0,-0.07612876,-0.07367076,-0.057079263,0.057079263,0.07367076,0.07612876,0.9921416046377287,32,129,4024
32/129/4024,2023-11-05,0.0,-0.95202893,-0.89600813,-0.51786774,0.51786774,0.89600813,0.95202893,0.9921416046377287,32,129,4024
32/129/4024,2023-11-12,0.0,-0.029045654,-0.02819209,-0.02243054,0.02243054,0.02819209,0.029045654,0.9921416046377287,32,129,4024
32/129/4024,2023-11-19,0.0,-0.026162954,-0.024974559,-0.01695289,0.01695289,0.024974559,0.026162954,0.9921416046377287,32,129,4024
32/129/4024,2023-11-26,0.0,-0.023614058,-0.022355014,-0.013856472,0.013856472,0.022355014,0.023614058,0.9921416046377287,32,129,4024
32/129/4024,2023-12-03,0.0,-0.021334684,-0.020114498,-0.011878256,0.011878256,0.020114498,0.021334684,0.9921416046377287,32,129,4024
32/129/4024,2023-12-10,0.0,-0.019284729,-0.018145163,-0.010453086,0.010453086,0.018145163,0.019284729,0.9921416046377287,32,129,4024
32/129/4024,2023-12-17,0.0,-0.017435908,-0.016389374,-0.009325268,0.009325268,0.016389374,0.017435908,0.9921416046377287,32,129,4024
32/129/4024,2023-12-24,0.0,-1.9542372,-1.8352042,-1.0317318,1.0317318,1.8352042,1.9542372,0.9921416046377287,32,129,4024
32/129/4024,2023-12-31,0.0,-1.9557443,-1.8366157,-1.0324978,1.0324978,1.8366157,1.9557443,0.9921416046377287,32,129,4024
32/129/4135,2023-10-08,-0.013929628,-0.013929951,-0.0139299305,-0.013929798,-0.013929458,-0.013929325,-0.013929306,0.9999999999984651,32,129,4135
32/129/4135,2023-10-15,-0.010528717,-0.010529039,-0.01052902,-0.010528888,-0.010528547,-0.0105284145,-0.010528395,0.9999999999984651,32,129,4135
32/129/4135,2023-10-22,-0.0033725486,-0.003372871,-0.0033728515,-0.0033727188,-0.0033723786,-0.003372246,-0.0033722264,0.9999999999984651,32,129,4135
32/129/4135,2023-10-29,0.001395009,0.0013946866,0.0013947063,0.0013948388,0.0013951792,0.0013953117,0.0013953313,0.9999999999984651,32,129,4135
32/129/4135,2023-11-05,0.0030328045,0.003032482,0.0030325016,0.0030326343,0.0030329744,0.0030331071,0.0030331267,0.9999999999984651,32,129,4135
32/129/4135,2023-11-12,0.002869005,0.0028686828,0.0028687024,0.0028688349,0.0028691753,0.0028693078,0.0028693276,0.9999999999984651,32,129,4135
32/129/4135,2023-11-19,0.0022201734,0.002219851,0.0022198707,0.0022200032,0.0022203436,0.002220476,0.0022204956,0.9999999999984651,32,129,4135
32/129/4135,2023-11-26,0.0017424374,0.001742115,0.0017421347,0.0017422673,0.0017426076,0.0017427402,0.0017427597,0.9999999999984651,32,129,4135
32/129/4135,2023-12-03,0.0015568491,0.0015565268,0.0015565464,0.0015566789,0.0015570193,0.0015571518,0.0015571715,0.9999999999984651,32,129,4135
32/129/4135,2023-12-10,0.0015557476,0.0015554252,0.0015554449,0.0015555774,0.0015559178,0.0015560503,0.0015560699,0.9999999999984651,32,129,4135
32/129/4135,2023-12-17,0.0016132314,0.001612909,0.0016129287,0.0016130612,0.0016134016,0.001613534,0.0016135537,0.9999999999984651,32,129,4135
32/129/4135,2023-12-24,0.0016604685,0.0016601462,0.0016601658,0.0016602983,0.0016606387,0.0016607712,0.0016607909,0.9999999999984651,32,129,4135
32/129/4135,2023-12-31,0.0016809175,0.0016805951,0.0016806148,0.0016807473,0.0016810877,0.0016812201,0.0016812398,0.9999999999984651,32,129,4135
32/129/8422,2023-10-08,0.0031391277,-0.017520009,-0.016261583,-0.007767218,0.014045474,0.02253984,0.023798265,0.9999999317806387,32,129,8422
32/129/8422,2023-10-15,0.0020729108,-0.011632634,-0.010797779,-0.005162504,0.009308325,0.014943601,0.015778456,0.9999999317806387,32,129,8422
32/129/8422,2023-10-22,0.0024350556,-0.013610976,-0.012633553,-0.006035946,0.0109060565,0.017503664,0.018481087,0.9999999317806387,32,129,8422
32/129/8422,2023-10-29,0.0023120516,-0.012946204,-0.012016767,-0.005743068,0.010367172,0.01664087,0.017570307,0.9999999317806387,32,129,8422
32/129/8422,2023-11-05,0.0023538305,-0.013169579,-0.012223991,-0.005841269,0.01054893,0.016931651,0.01787724,0.9999999317806387,32,129,8422
32/129/8422,2023-11-12,0.0023396402,-0.013094522,-0.012154371,-0.005808344,0.010487624,0.01683365,0.017773803,0.9999999317806387,32,129,8422
32/129/8422,2023-11-19,0.00234446,-0.013119742,-0.012177761,-0.005819383,0.010508303,0.01686668,0.017808663,0.9999999317806387,32,129,8422
